"Befolkning efter region, ålder, utbildningsnivå, kön och år"

"region","ålder","utbildningsnivå","kön","2010","2011","2012","2013","2014","2015","2016","2017"
"04 Södermanlands län","35-44 år","eftergymnasial utbildning, mindre än 3 år","män",2400,2292,2161,2098,2094,2071,2064,2048
"04 Södermanlands län","35-44 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",2541,2438,2329,2219,2145,2085,2043,2098
"04 Södermanlands län","35-44 år","eftergymnasial utbildning, 3 år eller mer","män",2509,2643,2725,2786,2950,3011,3067,3086
"04 Södermanlands län","35-44 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",4404,4702,4870,5097,5216,5439,5621,5762
"04 Södermanlands län","35-44 år","forskarutbildning","män",133,130,129,132,131,123,122,117
"04 Södermanlands län","35-44 år","forskarutbildning","kvinnor",93,98,107,103,109,107,105,98
"04 Södermanlands län","35-44 år","uppgift om utbildningsnivå saknas","män",205,202,231,247,258,285,377,420
"04 Södermanlands län","35-44 år","uppgift om utbildningsnivå saknas","kvinnor",181,156,192,223,183,201,261,263
"04 Södermanlands län","45-54 år","förgymnasial utbildning kortare än 9 år","män",442,429,426,454,473,502,527,526
"04 Södermanlands län","45-54 år","förgymnasial utbildning kortare än 9 år","kvinnor",467,496,533,563,620,651,687,733
"04 Södermanlands län","45-54 år","förgymnasial utbildning, 9 (10) år","män",2714,2636,2506,2374,2232,2139,2097,2019
"04 Södermanlands län","45-54 år","förgymnasial utbildning, 9 (10) år","kvinnor",1925,1854,1787,1656,1564,1504,1486,1440
"04 Södermanlands län","45-54 år","gymnasial utbildning, högst 2 år","män",8119,8314,8574,8746,8831,8838,8771,8500
"04 Södermanlands län","45-54 år","gymnasial utbildning, högst 2 år","kvinnor",6636,6591,6556,6528,6424,6252,6101,5786
"04 Södermanlands län","45-54 år","gymnasial utbildning, 3 år","män",2087,2112,2190,2252,2284,2309,2386,2572
"04 Södermanlands län","45-54 år","gymnasial utbildning, 3 år","kvinnor",2560,2750,2913,3012,3124,3280,3431,3560
"04 Södermanlands län","45-54 år","eftergymnasial utbildning, mindre än 3 år","män",2564,2694,2799,2836,2852,2901,2911,2923
"04 Södermanlands län","45-54 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",2700,2725,2745,2781,2753,2772,2820,2823
"04 Södermanlands län","45-54 år","eftergymnasial utbildning, 3 år eller mer","män",1848,1907,1962,2014,2059,2150,2287,2451
"04 Södermanlands län","45-54 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",2974,3138,3268,3394,3564,3757,3986,4290
"04 Södermanlands län","45-54 år","forskarutbildning","män",125,125,128,133,142,146,151,163
"04 Södermanlands län","45-54 år","forskarutbildning","kvinnor",68,69,69,77,86,94,97,107
"04 Södermanlands län","45-54 år","uppgift om utbildningsnivå saknas","män",151,143,140,162,161,171,216,222
"04 Södermanlands län","45-54 år","uppgift om utbildningsnivå saknas","kvinnor",144,137,128,147,123,125,150,148
"04 Södermanlands län","55-64 år","förgymnasial utbildning kortare än 9 år","män",2755,2348,1960,1623,1303,1049,864,739
"04 Södermanlands län","55-64 år","förgymnasial utbildning kortare än 9 år","kvinnor",2141,1830,1517,1246,1022,884,755,684
"04 Södermanlands län","55-64 år","förgymnasial utbildning, 9 (10) år","män",2323,2474,2624,2730,2841,2883,2899,2851
"04 Södermanlands län","55-64 år","förgymnasial utbildning, 9 (10) år","kvinnor",2163,2183,2168,2184,2204,2167,2148,2082
"04 Södermanlands län","55-64 år","gymnasial utbildning, högst 2 år","män",5686,5861,6008,6173,6335,6579,6816,7081
"04 Södermanlands län","55-64 år","gymnasial utbildning, högst 2 år","kvinnor",6912,6813,6701,6586,6521,6555,6487,6464
"04 Södermanlands län","55-64 år","gymnasial utbildning, 3 år","män",2842,2671,2461,2305,2146,2075,2009,2033
"04 Södermanlands län","55-64 år","gymnasial utbildning, 3 år","kvinnor",1756,1789,1831,1887,1926,1982,1982,2144
"04 Södermanlands län","55-64 år","eftergymnasial utbildning, mindre än 3 år","män",2378,2372,2401,2444,2463,2438,2500,2513
"04 Södermanlands län","55-64 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",2588,2638,2650,2694,2753,2750,2726,2739
"04 Södermanlands län","55-64 år","eftergymnasial utbildning, 3 år eller mer","män",2097,2047,2018,1947,1909,1884,1843,1853
"04 Södermanlands län","55-64 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",2731,2714,2733,2761,2757,2754,2830,2827
"04 Södermanlands län","55-64 år","forskarutbildning","män",127,122,118,116,108,110,111,105
"04 Södermanlands län","55-64 år","forskarutbildning","kvinnor",46,51,55,60,57,58,62,70
"04 Södermanlands län","55-64 år","uppgift om utbildningsnivå saknas","män",97,93,96,110,104,103,109,129
"04 Södermanlands län","55-64 år","uppgift om utbildningsnivå saknas","kvinnor",134,104,99,115,109,108,125,128
"04 Södermanlands län","65-74 år","förgymnasial utbildning kortare än 9 år","män",5068,4925,4845,4646,4465,4221,3956,3571
"04 Södermanlands län","65-74 år","förgymnasial utbildning kortare än 9 år","kvinnor",4334,4137,4059,3927,3748,3541,3301,2990
"04 Södermanlands län","65-74 år","förgymnasial utbildning, 9 (10) år","män",765,859,996,1106,1215,1356,1501,1631
"04 Södermanlands län","65-74 år","förgymnasial utbildning, 9 (10) år","kvinnor",1298,1379,1509,1621,1684,1770,1822,1884
"04 Södermanlands län","65-74 år","gymnasial utbildning, högst 2 år","män",3559,3799,4039,4228,4445,4649,4766,4844
"04 Södermanlands län","65-74 år","gymnasial utbildning, högst 2 år","kvinnor",5340,5700,6065,6324,6542,6700,6875,6854
"04 Södermanlands län","65-74 år","gymnasial utbildning, 3 år","män",2680,2861,3065,3184,3299,3313,3354,3362
"04 Södermanlands län","65-74 år","gymnasial utbildning, 3 år","kvinnor",943,1058,1191,1277,1373,1477,1583,1706
"04 Södermanlands län","65-74 år","eftergymnasial utbildning, mindre än 3 år","män",1423,1527,1664,1768,1880,1996,2078,2188
"04 Södermanlands län","65-74 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",1533,1653,1843,1941,2061,2202,2340,2463
"04 Södermanlands län","65-74 år","eftergymnasial utbildning, 3 år eller mer","män",1552,1684,1805,1935,2043,2147,2198,2204
"04 Södermanlands län","65-74 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",1803,1979,2120,2222,2359,2502,2565,2645
"04 Södermanlands län","65-74 år","forskarutbildning","män",127,135,143,149,154,153,152,150
"04 Södermanlands län","65-74 år","forskarutbildning","kvinnor",26,29,31,32,44,50,51,51
"04 Södermanlands län","65-74 år","uppgift om utbildningsnivå saknas","män",133,132,142,159,148,155,164,156
"04 Södermanlands län","65-74 år","uppgift om utbildningsnivå saknas","kvinnor",169,182,195,192,177,171,193,202
"05 Östergötlands län","16-24 år","förgymnasial utbildning kortare än 9 år","män",253,277,291,281,287,299,317,351
"05 Östergötlands län","16-24 år","förgymnasial utbildning kortare än 9 år","kvinnor",236,265,271,246,263,238,214,212
"05 Östergötlands län","16-24 år","förgymnasial utbildning, 9 (10) år","män",11124,10828,10303,9725,9569,9220,9414,9385
"05 Östergötlands län","16-24 år","förgymnasial utbildning, 9 (10) år","kvinnor",10116,9748,9390,8801,8457,8196,8237,8299
"05 Östergötlands län","16-24 år","gymnasial utbildning, högst 2 år","män",1214,1142,1001,889,891,893,893,896
"05 Östergötlands län","16-24 år","gymnasial utbildning, högst 2 år","kvinnor",863,886,849,802,769,771,774,743
"05 Östergötlands län","16-24 år","gymnasial utbildning, 3 år","män",10836,10983,11182,11292,11178,10835,10389,10097
"05 Östergötlands län","16-24 år","gymnasial utbildning, 3 år","kvinnor",9410,9472,9703,10009,9804,9363,8800,8578
"05 Östergötlands län","16-24 år","eftergymnasial utbildning, mindre än 3 år","män",3843,4086,4153,4141,4115,4023,3883,3798
"05 Östergötlands län","16-24 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",3980,4222,4232,4217,4429,4427,4347,4131
"05 Östergötlands län","16-24 år","eftergymnasial utbildning, 3 år eller mer","män",965,967,1030,1138,1156,1173,1112,1168
"05 Östergötlands län","16-24 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",1151,1215,1371,1529,1543,1539,1550,1463
"05 Östergötlands län","16-24 år","forskarutbildning","män",1,1,0,0,0,0,0,0
"05 Östergötlands län","16-24 år","forskarutbildning","kvinnor",0,0,1,0,0,0,0,0
"05 Östergötlands län","16-24 år","uppgift om utbildningsnivå saknas","män",1422,1311,1292,1372,1319,1372,1542,1743
"05 Östergötlands län","16-24 år","uppgift om utbildningsnivå saknas","kvinnor",1130,1006,1002,1074,970,1043,1141,1145
"05 Östergötlands län","25-34 år","förgymnasial utbildning kortare än 9 år","män",587,656,706,774,805,808,859,868
"05 Östergötlands län","25-34 år","förgymnasial utbildning kortare än 9 år","kvinnor",615,704,744,834,903,910,928,895
"05 Östergötlands län","25-34 år","förgymnasial utbildning, 9 (10) år","män",2574,2670,2715,2649,2628,2749,2822,2991
"05 Östergötlands län","25-34 år","förgymnasial utbildning, 9 (10) år","kvinnor",1645,1666,1671,1614,1664,1679,1757,1781
"05 Östergötlands län","25-34 år","gymnasial utbildning, högst 2 år","män",2393,2276,2395,2587,2650,2621,2713,2673
"05 Östergötlands län","25-34 år","gymnasial utbildning, högst 2 år","kvinnor",1722,1675,1731,1851,1903,1958,2048,2154
"05 Östergötlands län","25-34 år","gymnasial utbildning, 3 år","män",9781,9884,9989,10245,10478,10889,11511,11978
"05 Östergötlands län","25-34 år","gymnasial utbildning, 3 år","kvinnor",7451,7459,7444,7474,7666,7940,8203,8456
"05 Östergötlands län","25-34 år","eftergymnasial utbildning, mindre än 3 år","män",3898,4093,4133,4291,4477,4646,4989,5300
"05 Östergötlands län","25-34 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",3142,3284,3427,3548,3819,4077,4394,4870
"05 Östergötlands län","25-34 år","eftergymnasial utbildning, 3 år eller mer","män",6885,6875,6992,7186,7279,7201,7525,7636
"05 Östergötlands län","25-34 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",9109,9103,9226,9421,9604,9708,10101,10437
"05 Östergötlands län","25-34 år","forskarutbildning","män",234,246,239,248,285,280,237,254
"05 Östergötlands län","25-34 år","forskarutbildning","kvinnor",156,156,151,164,164,160,141,148
"05 Östergötlands län","25-34 år","uppgift om utbildningsnivå saknas","män",779,652,663,690,711,728,942,1033
"05 Östergötlands län","25-34 år","uppgift om utbildningsnivå saknas","kvinnor",729,655,622,682,651,630,718,777
"05 Östergötlands län","35-44 år","förgymnasial utbildning kortare än 9 år","män",477,487,522,570,646,752,841,894
"05 Östergötlands län","35-44 år","förgymnasial utbildning kortare än 9 år","kvinnor",677,717,752,808,856,896,919,952
"05 Östergötlands län","35-44 år","förgymnasial utbildning, 9 (10) år","män",2327,2161,2158,2307,2404,2392,2393,2387
"05 Östergötlands län","35-44 år","förgymnasial utbildning, 9 (10) år","kvinnor",1621,1529,1482,1508,1508,1511,1482,1505
"05 Östergötlands län","35-44 år","gymnasial utbildning, högst 2 år","män",10414,9454,8409,7351,6404,5562,4718,4119
"05 Östergötlands län","35-44 år","gymnasial utbildning, högst 2 år","kvinnor",6716,5985,5309,4668,4128,3595,3162,2840
"05 Östergötlands län","35-44 år","gymnasial utbildning, 3 år","män",5270,5745,6279,6804,7277,7803,8250,8588
"05 Östergötlands län","35-44 år","gymnasial utbildning, 3 år","kvinnor",6335,6394,6487,6619,6742,6801,6800,6847
"05 Östergötlands län","35-44 år","eftergymnasial utbildning, mindre än 3 år","män",4217,4089,3927,3820,3787,3719,3698,3695
"05 Östergötlands län","35-44 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",3846,3643,3427,3348,3210,3180,3211,3178
"05 Östergötlands län","35-44 år","eftergymnasial utbildning, 3 år eller mer","män",5364,5538,5789,5996,6297,6592,6874,7035
"05 Östergötlands län","35-44 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",7728,8270,8684,9123,9544,9947,10251,10437
"05 Östergötlands län","35-44 år","forskarutbildning","män",574,588,608,634,656,674,684,694
"05 Östergötlands län","35-44 år","forskarutbildning","kvinnor",339,357,395,419,444,482,502,510
"05 Östergötlands län","35-44 år","uppgift om utbildningsnivå saknas","män",299,299,334,369,385,418,558,639
"05 Östergötlands län","35-44 år","uppgift om utbildningsnivå saknas","kvinnor",259,260,282,287,288,322,389,419
"05 Östergötlands län","45-54 år","förgymnasial utbildning kortare än 9 år","män",584,577,572,578,628,626,657,705
"05 Östergötlands län","45-54 år","förgymnasial utbildning kortare än 9 år","kvinnor",727,741,757,806,861,879,887,915
"05 Östergötlands län","45-54 år","förgymnasial utbildning, 9 (10) år","män",4171,3937,3679,3369,3165,2978,2861,2736
"05 Östergötlands län","45-54 år","förgymnasial utbildning, 9 (10) år","kvinnor",2853,2688,2508,2303,2154,2022,1921,1815
"05 Östergötlands län","45-54 år","gymnasial utbildning, högst 2 år","män",11446,11714,12007,12214,12377,12499,12575,12393
"05 Östergötlands län","45-54 år","gymnasial utbildning, högst 2 år","kvinnor",9470,9368,9243,9052,8837,8621,8396,8028
"05 Östergötlands län","45-54 år","gymnasial utbildning, 3 år","män",3395,3480,3533,3539,3658,3731,3844,4091
"05 Östergötlands län","45-54 år","gymnasial utbildning, 3 år","kvinnor",4060,4421,4716,4972,5150,5414,5604,5836
"05 Östergötlands län","45-54 år","eftergymnasial utbildning, mindre än 3 år","män",3783,3948,4146,4291,4391,4501,4617,4711
"05 Östergötlands län","45-54 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",4153,4294,4339,4367,4441,4419,4506,4479
"05 Östergötlands län","45-54 år","eftergymnasial utbildning, 3 år eller mer","män",3867,3932,4029,4115,4208,4344,4546,4801
"05 Östergötlands län","45-54 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",4937,5218,5451,5704,6002,6326,6778,7167
"05 Östergötlands län","45-54 år","forskarutbildning","män",537,562,589,610,634,642,658,670
"05 Östergötlands län","45-54 år","forskarutbildning","kvinnor",289,313,319,325,346,352,368,403
"05 Östergötlands län","45-54 år","uppgift om utbildningsnivå saknas","män",185,174,168,163,189,214,252,286
"05 Östergötlands län","45-54 år","uppgift om utbildningsnivå saknas","kvinnor",183,162,158,157,143,149,162,190
"05 Östergötlands län","55-64 år","förgymnasial utbildning kortare än 9 år","män",3477,2831,2271,1756,1389,1059,847,733
"05 Östergötlands län","55-64 år","förgymnasial utbildning kortare än 9 år","kvinnor",2701,2252,1849,1539,1260,1063,904,878
"05 Östergötlands län","55-64 år","förgymnasial utbildning, 9 (10) år","män",3767,3983,4204,4390,4519,4651,4672,4545
"05 Östergötlands län","55-64 år","förgymnasial utbildning, 9 (10) år","kvinnor",3408,3440,3491,3503,3492,3438,3369,3245
"05 Östergötlands län","55-64 år","gymnasial utbildning, högst 2 år","män",7793,8053,8319,8606,8901,9189,9519,9753
"05 Östergötlands län","55-64 år","gymnasial utbildning, högst 2 år","kvinnor",10066,9907,9786,9638,9478,9405,9333,9241
"05 Östergötlands län","55-64 år","gymnasial utbildning, 3 år","män",4277,3985,3740,3619,3418,3260,3165,3148
"05 Östergötlands län","55-64 år","gymnasial utbildning, 3 år","kvinnor",2507,2558,2650,2770,2842,2909,3055,3235
"05 Östergötlands län","55-64 år","eftergymnasial utbildning, mindre än 3 år","män",3328,3366,3373,3379,3395,3386,3419,3432
"05 Östergötlands län","55-64 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",3822,3817,3925,3940,3947,3963,3929,4009
"05 Östergötlands län","55-64 år","eftergymnasial utbildning, 3 år eller mer","män",3787,3804,3802,3744,3709,3656,3664,3663
"05 Östergötlands län","55-64 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",4204,4246,4280,4282,4245,4277,4334,4484
"05 Östergötlands län","55-64 år","forskarutbildning","män",465,460,459,454,438,458,461,496
"05 Östergötlands län","55-64 år","forskarutbildning","kvinnor",179,196,207,224,240,262,282,282
"05 Östergötlands län","55-64 år","uppgift om utbildningsnivå saknas","män",110,90,101,117,113,139,151,165
"05 Östergötlands län","55-64 år","uppgift om utbildningsnivå saknas","kvinnor",161,128,132,141,136,137,167,174
"05 Östergötlands län","65-74 år","förgymnasial utbildning kortare än 9 år","män",6917,6844,6653,6464,6144,5800,5351,4785
"05 Östergötlands län","65-74 år","förgymnasial utbildning kortare än 9 år","kvinnor",6159,5947,5683,5395,5083,4746,4385,3883
"05 Östergötlands län","65-74 år","förgymnasial utbildning, 9 (10) år","män",1103,1281,1426,1587,1732,1879,2093,2388
"05 Östergötlands län","65-74 år","förgymnasial utbildning, 9 (10) år","kvinnor",1970,2130,2258,2376,2481,2635,2723,2860
"05 Östergötlands län","65-74 år","gymnasial utbildning, högst 2 år","män",4672,4990,5277,5509,5810,6042,6199,6383
"05 Östergötlands län","65-74 år","gymnasial utbildning, högst 2 år","kvinnor",7694,8185,8588,8908,9170,9383,9504,9587
"05 Östergötlands län","65-74 år","gymnasial utbildning, 3 år","män",3868,4136,4328,4438,4593,4678,4675,4586
